,current_location,current_work,previous_work,latest_Education,major,search_school,latitude,longitude,state,county,city,fips,current_company,previous_company,current_company_industry,previous_company_industry
1800,"Concord, Massachusetts, United States",President at Wallis Energy Corporation,"Vice President, Strategic Development at Ameresco",Harvard Business School,Applied Mathematics,Brown University,42.458068,-71.359989,Massachusetts,Middlesex,,25017.0,Wallis Energy Corporation,Ameresco,,238210 Tunnel lighting contractors
1801,Washington DC-Baltimore ,Chief Strategy Officer at Monex USA,Chief Compliance & Strategy Officer at Monex USA,Harvard Business School,General Management,Brown University,38.918116,-76.942107,District of Columbia,Prince George's,Washington,,Monex USA,Monex USA,551112 Public utility holding companies,551112 Public utility holding companies
1802,"Fulton, Maryland, United States","CEO, Executive Editor at The CyberWire",CEO / Creative Director at Pratt Street Media,Rhode Island School of Design (RISD),Graphic Design,Brown University,39.150941,-76.923031,Maryland,Howard,,24027.0,The CyberWire,Pratt Street Media,,
1803,"Dallas, Texas, United States",Chief Executive Officer at Catalyvation,Chief Executive Officer at Lake Point Advisory Group,Oklahoma State University,Finance - Behavioral Finance,Brown University,32.776272,-96.796856,Texas,Dallas,Dallas,48113.0,Catalyvation,Lake Point Advisory Group,,"523930 Investment advisory services, customized, fees paid by client"
1804,"Boston, Massachusetts, United States","VP, Connected Products at Avery Dennison","Senior Director, Digital ID + Ventures at Avery Dennison",2005–2009,,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Avery Dennison,Avery Dennison,"322230 Writing paper, cut sheet, made from purchased paper","322230 Writing paper, cut sheet, made from purchased paper"
1805,"Brooklyn, New York, United States","Director, Data Science External Innovation at The Janssen Pharmaceutical Companies of Johnson & Johnson",CEO and Co-Founder at Perry Health,The Warren Alpert Medical School of Brown University,,Brown University,40.652601,-73.949721,New York,,,,The Janssen Pharmaceutical Companies of Johnson & Johnson,Perry Health,,622110 Osteopathic hospitals
1806,"Castle Rock, Colorado, United States",Managing Director/CRO at Blue River Financial Group,"VP of Sales, Strategy, & Client Experience at Access | Information Management",Brown University,"Business Administration, Management and Operations",Brown University,39.372255,-104.858683,Colorado,Douglas,,8035.0,Blue River Financial Group,Access | Information Management,,493190 Whiskey warehousing
1807,United States,Founder at The Coding School,Visiting Scholar at EHERO - Erasmus Happiness Economics Research Organisation,Tsinghua University,,Brown University,39.78373,-100.445882,,,,,The Coding School,EHERO - Erasmus Happiness Economics Research Organisation,,
1808,"Philadelphia, Pennsylvania, United States",Harvard Business Review Advisory Council Member at Harvard Business Review,Director Global Procurement Strategy at Philips,Brown University,"Master of Science, Healthcare Management",Brown University,39.952724,-75.163526,Pennsylvania,Philadelphia,Philadelphia,42101.0,Harvard Business Review,Philips,"511110 Publishers, newspaper, combined with printing","523991 Trust companies, nondepository"
1809,Raleigh-Durham-Chapel Hill ,"Director, Data Science at Capital One",Data Science Leader at Enact Mortgage Insurance,Brown University,Demography and Population,Brown University,35.855048,-78.84066,North Carolina,Wake,,37183.0,Capital One,Enact Mortgage Insurance,"711510 Writers, independent (freelance)",
1810,"New York, New York, United States",Director Of Business Operations at Bevi,Summer Associate at Spoiler Alert,Harvard Business School,,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Bevi,Spoiler Alert,424520 Swine merchant wholesalers,
1811,"Pittsburgh, Pennsylvania, United States",Founder & Private Wealth Manager @ The Irick Group at Merrill Lynch,"Executive Director, Private Wealth, JPMorgan Private Bank at J.P. Morgan",Columbia University in the City of New York,Finance,Brown University,40.441694,-79.990086,Pennsylvania,Allegheny,Pittsburgh,42003.0,Merrill Lynch,J.P. Morgan,524210 Life insurance agencies,"423520 Ores (e.g., gold, iron, lead, silver, zinc) merchant wholesalers"
1812,"New York, New York, United States","Director, Investment Banking & Private Equity Executive Search, US Lead Diversity/DEI at Sheffield Haworth","Partner, Executive Recruiter | Executive Coach at The Real Advice Plus, LLC",Stanford University Graduate School of Business,Business,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Sheffield Haworth,"The Real Advice Plus, LLC",561320 Temporary staffing services,
1813,Atlanta  ,"Interim Chief Operating Officer at Serta Simmons Bedding, LLC","Chief Human Resources Officer at Serta Simmons Bedding, LLC",Education (same page),,Brown University,33.748992,-84.390264,Georgia,Fulton,Atlanta,13121.0,"Serta Simmons Bedding, LLC","Serta Simmons Bedding, LLC",337910 Water bed mattresses manufacturing,337910 Water bed mattresses manufacturing
1814,"Hoboken, New Jersey, United States",Founder at Blueprint Recruiting LLC,Senior Managing Director - Financial Services at The Execu|Search Group,Brown University,,Brown University,40.743307,-74.032375,New Jersey,Hudson,,34017.0,Blueprint Recruiting LLC,The Execu|Search Group,,561312 Senior executive search services
1815,,Owner at Hanson Robotics,"Co-Founder, former boardmember at SingularityNET",2002–2007,Interactive Arts and Engineering,Brown University,,,,,,,Hanson Robotics,SingularityNET,,
1816,"Providence, Rhode Island, United States",Co-Founder at Brown Angel Group,President & Chief Medical Officer at Virgin Pulse,Brown Medical School,Medicine,Brown University,41.823989,-71.412834,Rhode Island,Providence,Providence,44007.0,Brown Angel Group,Virgin Pulse,,541690 Security consulting services
1817,"Miami, Florida, United States",Dermatologist at Anna Chacon MD PA,Dermatologist at Cleveland Clinic,Brown University,Economics,Brown University,25.774173,-80.19362,Florida,Miami-Dade,Miami,12086.0,Anna Chacon MD PA,Cleveland Clinic,,622110 Osteopathic hospitals
1818,"Westchester County, New York, United States",Vistage CEO Peer Advisory Board Chair at Vistage International,Registered Representative at Silver Leaf Partners,Brown University,Human Biology,Brown University,41.176314,-73.790755,New York,Westchester,,36119.0,Vistage International,Silver Leaf Partners,541611 Strategic planning consulting services,523120 Stock options brokerages
1819,"San Francisco, California, United States","Director, Analytics at MasterClass","Vice President, Data and Analytics & Head of CODE at AArete",Johns Hopkins Bloomberg School of Public Health,Health Policy and Management,Brown University,37.779026,-122.419906,California,,San Francisco,6075.0,MasterClass,AArete,"551111 Holding companies, bank (except managing)",541613 Sales management consulting services
1820, Boston,Medical Director at Acceleron Pharma,Medical Director at Sarepta Therapeutics,1990–1998,Pharmacology,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Acceleron Pharma,Sarepta Therapeutics,325412 Zinc oxide medicinal preparations manufacturing,325412 Zinc oxide medicinal preparations manufacturing
1821,"New York, New York, United States","Head of US CIB Leveraged Finance - Credit Risk Management at Santander Bank, N.A.",US Head of Credit Risk Management for Collateralized Loan Obligations at Deutsche Bank,Cornell University - S.C. Johnson Graduate School of Management,"Finance, General",Brown University,40.712728,-74.006015,New York,,New York,36061.0,"Santander Bank, N.A.",Deutsche Bank,522110 State commercial banks,561499 Videoconferencing services
1822,"Annapolis, Maryland, United States",Co-Founder at The Stellate Institute,Sports Medicine Physician at United States Army Special Operations Command,Brown University,Healthcare Improvement,Brown University,38.97864,-76.492786,Maryland,Anne Arundel,Annapolis,24003.0,The Stellate Institute,United States Army Special Operations Command,,
1823, Chicago ,Partner at Treacy & Company,Principal at Treacy & Company,"London School of Economics and Political Science, U. of London",Faculty of Economics,Brown University,41.875562,-87.624421,Illinois,Cook,Chicago,17031.0,Treacy & Company,Treacy & Company,541611 Strategic planning consulting services,541611 Strategic planning consulting services
1824,"Atlanta, Georgia, United States",Senior Data Scientist at Antenna,Data Scientist  at The Home Depot,Brown University,Business Entrepreneurship and Organizations,Brown University,33.748992,-84.390264,Georgia,Fulton,Atlanta,13121.0,Antenna,The Home Depot,999990,"444130 Tool stores, power and hand (except outdoor)"
1825,"San Francisco, California, United States",Co-Founder and Partner at Boston Meridian Partners,Head of Corporate Strategy at Akamai Technologies,Brown University,International Relations - Latin American Commerce,Brown University,37.779026,-122.419906,California,,San Francisco,6075.0,Boston Meridian Partners,Akamai Technologies,,518210 Web hosting
1826, Boston,Senior Vice President and Chief Compliance Officer at Boston Children's Hospital,Compliance and Privacy Officer at Harvard Vanguard Medical Associates and Atrius Health,1996–1999,Health Law,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,Boston Children's Hospital,Harvard Vanguard Medical Associates and Atrius Health,,
1827,"Boston, Massachusetts, United States",,"Director, Strategic Partnerships at EVBox",2005–2007,Sustainable Enterprise,Brown University,42.360253,-71.058291,Massachusetts,Suffolk,Boston,25025.0,,EVBox,,"511199 Yearbook (e.g., high school, college, university) publishers and printing combined"
1828,New York City  ,Social Media Specialist at FoodBytes! by Rabobank,Mentor at Food-X,Brown University,Double Major in History and French,Brown University,40.712728,-74.006015,New York,,New York,36061.0,FoodBytes! by Rabobank,Food-X,,424490 Yeast merchant wholesalers
1829,San Francisco Bay ,Senior Partner Solutions Engineer at LinkedIn,Senior Software Engineering Consultant at National Bank of Canada Financial Markets,Brown University,,Brown University,37.714029,-122.307794,California,San Mateo,,6081.0,LinkedIn,National Bank of Canada Financial Markets,561499 Videoconferencing services,
1830,New York City  ,"Global Head of Programs, Community Partnerships at Meta","Global Programs, Community Partnerships at Meta",Brown University,Political Science and American Civilization,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Meta,Meta,"541512 Systems integration design services, computer","541512 Systems integration design services, computer"
1831,,Founder & CEO at ADAPT,Chief Creative Officer at CarVi,Brown University,Computer Science & Business Economics,Brown University,,,,,,,ADAPT,CarVi,"811111 Truck repair shops, general",445110 Supermarkets
1832,"Lund, Skåne County, Sweden",Marketing Consultant at WirelessCar,Senior Marketing & Business Manager - consultant at Sony Network Communications Europe,+ 4 more,"Double major International Relations and Development Studies, Providence, RI, USA",Brown University,55.70293,13.192945,,Skåne,,,WirelessCar,Sony Network Communications Europe,517911 Wireless telecommunication resellers (except satellite),541611 Strategic planning consulting services
1833,"Berkeley, California, United States",Chief Development Officer (CDO) at Reforge,VP Programs and Partners at Reforge,1997–2001,Math/Computer Science,Brown University,37.87535,-122.239634,California,Alameda,Berkeley,6001.0,Reforge,Reforge,,
1834,New York City  ,President and Principal Executive Officer at ROX Financial LP,"Managing Director, Head EMEA DRs at BNY Mellon",Brown University,"Political Science, Org. Behavior & Mgmt.",Brown University,40.712728,-74.006015,New York,,New York,36061.0,ROX Financial LP,BNY Mellon,,523920 Portfolio fund managing
1835,"New York, New York, United States",Director of Finance and Operations at Every Mother Counts,Data Analytics & Special Projects Lead at Every Mother Counts,Columbia Business School,Political Science and Economics,Brown University,40.712728,-74.006015,New York,,New York,36061.0,Every Mother Counts,Every Mother Counts,813410 Youth social clubs,813410 Youth social clubs
