,Unnamed: 0,current_location,current_work,previous_work,latest_Education,major,search_school,coordinate,state,county,city,latitude,longitude,fips,current_company,previous_company,current_company_industry,previous_company_industry,current_NAICS,previous_NAICS,current_NAICS_title,current_avg_salary,previous_NAICS_title
1594,1594,Los Angeles  ,Senior E-commerce Buyer at Hurley,Omnichannel Buyer at Diesel,"University of California, Riverside",,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Hurley,Diesel,622110 Osteopathic hospitals,423830 Woodworking machinery merchant wholesalers,62,42,Health Care and Social Assistance,76373.049,Wholesale Trade
1595,1595,South Korea,"Chief Technology Officer / R&D Director at Rexellbio Co., Ltd",President / Director at Pharmaceutical Technology Foundation / LORDS,"University of California, Riverside",Molecular Genetics,"University of California, Riverside","(36.638392, 127.6961188)",,,,36.638392,127.696119,,"Rexellbio Co., Ltd",Pharmaceutical Technology Foundation / LORDS,,,,,,,
1596,1596,"San Clemente, California, United States",Chief Executive Officer at Sunset West Outdoor Furnishings,Owner at Sunset West Outdoor,2020–2021,Business Administration,"University of California, Riverside","(33.4270275, -117.6124179)",California,Orange,San Clemente,33.427028,-117.612418,6059.0,Sunset West Outdoor Furnishings,Sunset West Outdoor,,,,,,,
1597,1597,San Francisco Bay ,Chief Marketing Officer at Cequence Security,Chief Marketing Officer at Feedzai,"University of California, Berkeley",Marketing,"University of California, Riverside","(37.71402905, -122.30779415179862)",California,San Mateo,,37.714029,-122.307794,6081.0,Cequence Security,Feedzai,,518210 Web hosting,,51,,,Information
1598,1598,"Pomona, California, United States","President & Chief Executive Officer at Innex, Inc.",Credit Manager at Wells Fargo Financial,1998–2002,Business Administration,"University of California, Riverside","(34.0553813, -117.7517496)",California,Los Angeles,Pomona,34.055381,-117.75175,6037.0,"Innex, Inc.",Wells Fargo Financial,"423920 Vehicles, children's (except bicycles), merchant wholesalers",522110 State commercial banks,42,52,Wholesale Trade,68623.359,Finance and Insurance
1599,1599,Denver  ,"Director, Software Engineering at AppColl, Inc.",Director of Web Development at HealthGrades,"University of California, Riverside",Computer Science,"University of California, Riverside","(39.7392364, -104.9848623)",Colorado,,Denver,39.739236,-104.984862,8031.0,"AppColl, Inc.",HealthGrades,,,,,,,
1600,1600,"Edinburgh, Scotland, United Kingdom","Director, Global Data Science at Skyscanner",Head of Data Science and Matching at Grindr,"University of California, Riverside","Psychology, Statistics","University of California, Riverside","(55.9533456, -3.1883749)",Alba / Scotland,City of,Edinburgh,55.953346,-3.188375,,Skyscanner,Grindr,561510 Travel agencies,"541511 Web (i.e., Internet) page design services, custom",56,54,Administrative and Support and Waste Management and Remediation Services,64366.438,"Professional, Scientific, and Technical Services"
1601,1601,"Moreno Valley, California, United States",Director of Marketing at Moss Bros Auto Group,Board of Directors at California Riverside Ballet,1995–2000,Economics; Business,"University of California, Riverside","(33.937517, -117.2305944)",California,Riverside,Moreno Valley,33.937517,-117.230594,6065.0,Moss Bros Auto Group,California Riverside Ballet,,,,,,,
1602,1602,"El Segundo, California, United States",Digital Marketing Manager at SmartAction,Marketing Specialist at SmartAction,"University of California, Riverside",Marketing,"University of California, Riverside","(33.917028, -118.4156337)",California,Los Angeles,,33.917028,-118.415634,6037.0,SmartAction,SmartAction,,,,,,,
1603,1603,"Orange County, California, United States","Director, Professional Marketing at AbbVie","Director, Physician Training & Professional Education at JenaValve Technology, Inc.",Cornell University,High Performance Leadership Certificate,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,AbbVie,"JenaValve Technology, Inc.",325414 Virus vaccines manufacturing,"334510 Ultrasonic scanning devices, medical, manufacturing",31-33,31-33,Manufacturing,69174.562,Manufacturing
1604,1604,"Oceanside, California, United States",President at Thomson Instrument Company,,"University of California, Riverside",Chemistry,"University of California, Riverside","(33.1958696, -117.3794834)",California,San Diego,Oceanside,33.19587,-117.379483,6073.0,Thomson Instrument Company,,,,,,,,
1605,1605,Los Angeles  ,West Coast Operations Lead at Heal,Operations Coordinator at Heal,"University of California, Riverside","Business Administration and Management, General","University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Heal,Heal,622110 Osteopathic hospitals,622110 Osteopathic hospitals,62,62,Health Care and Social Assistance,76373.049,Health Care and Social Assistance
1606,1606,"Los Angeles County, California, United States",Engineering Manager at Beyond Limits,Senior Director of Software Development at Mathnasium - The Math Learning Center,California State University-Northridge,Computer Science,"University of California, Riverside","(34.3155072, -118.2096814)",California,Los Angeles,,34.315507,-118.209681,6037.0,Beyond Limits,Mathnasium - The Math Learning Center,"541512 Systems integration design services, computer",,54,,"Professional, Scientific, and Technical Services",77645.346,
1607,1607,United States,Portforlio Operations Director at AvalonBay Communities,General Manager at AvalonBay Communities,California State University-Northridge,"Communication, Journalism, and Related Programs","University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,AvalonBay Communities,AvalonBay Communities,531110 Town house rental or leasing,531110 Town house rental or leasing,53,53,Real Estate and Rental and Leasing,60268.137,Real Estate and Rental and Leasing
1608,1608,"Anaheim, California, United States",Chief People Officer at American Advisors Group,"Senior Vice President, Human Resources  at American Advisors Group",2002–2004,HR Certificate,"University of California, Riverside","(33.8347516, -117.911732)",California,Orange,Anaheim,33.834752,-117.911732,6059.0,American Advisors Group,American Advisors Group,,"523930 Investment advisory services, customized, fees paid by client",,52,,,Finance and Insurance
1609,1609,"Riverside, California, United States",Procurement and Planning Manager at Taylor Farms,"Master Scheduler, Commercial Manager, at Index Fresh Inc",2002–2004,"Logistics, Materials, and Supply Chain Management","University of California, Riverside","(33.9459413, -117.41024442439222)",California,Riverside,Riverside,33.945941,-117.410244,6065.0,Taylor Farms,Index Fresh Inc,111998 Tea farming,311999 Yeast manufacturing,11,31-33,"Agriculture, Forestry, Fishing and Hunting",47880.873,Manufacturing
1610,1610,"Hessisch Oldendorf, Lower Saxony, Germany",Global Operations at Yuanda Robotics GmbH,Head of Global Industrial Engineering at Lenze,"International School of Management, Germany",General Management,"University of California, Riverside","(52.1698382, 9.2506531)",Niedersachsen,Landkreis,,52.169838,9.250653,,Yuanda Robotics GmbH,Lenze,,541330 Traffic engineering consulting services,,54,,,"Professional, Scientific, and Technical Services"
1611,1611,Los Angeles  ,Head of Consumer and Digital Marketing at Revance,"Senior Director Of Marketing at Revance Therapeutics, Inc.",+ 1 more,Communication and Media Studies,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,Revance,"Revance Therapeutics, Inc.",325412 Zinc oxide medicinal preparations manufacturing,325412 Zinc oxide medicinal preparations manufacturing,31-33,31-33,Manufacturing,69174.562,Manufacturing
1612,1612,United States,Director of People Operations at UserZoom,"Human Resources Director at Versity Investments, LLC","University of California, Riverside",Business Administration,"University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,UserZoom,"Versity Investments, LLC","541511 Web (i.e., Internet) page design services, custom",523120 Stock options brokerages,54,52,"Professional, Scientific, and Technical Services",77645.346,Finance and Insurance
1613,1613,"São Paulo, São Paulo, Brazil",Trade Marketing Director at ViacomCBS,LABS & Planning Director at Viacom,Universidade de São Paulo,Philosophy (not finished),"University of California, Riverside","(-23.5506507, -46.6333824)",São Paulo,Região Metropolitana de São,São Paulo,-23.550651,-46.633382,,ViacomCBS,Viacom,511130 University press publishers (except exclusive Internet publishing),512110 Video production and distribution,51,51,Information,73855.595,Information
1614,1614,United States,Media Director at DWA,Associate Media Director at Godfrey Dadich Partners,"University of California, Riverside","Business Administration and Management, Marketing","University of California, Riverside","(39.7837304, -100.445882)",,,,39.78373,-100.445882,,DWA,Godfrey Dadich Partners,512110 Video production and distribution,541810 Advertising agency consulting services,51,54,Information,73855.595,"Professional, Scientific, and Technical Services"
1615,1615,"San Diego County, California, United States",Owner/Founder at K2 Staffing,Managing Partner at Everest Recruiting,1997–1999,Health Services Administration,"University of California, Riverside","(32.9637838, -116.7706277)",California,San Diego,,32.963784,-116.770628,6073.0,K2 Staffing,Everest Recruiting,,,,,,,
1616,1616,"Orange, California, United States","Chief Financial Officer at Anchored Prints, Inc",Partner at Reilly Strategic Consulting,1974–1978,Finance,"University of California, Riverside","(33.7500378, -117.8704931)",California,Orange,,33.750038,-117.870493,6059.0,"Anchored Prints, Inc",Reilly Strategic Consulting,323111 Yearbooks commercial printing (except screen) without publishing,,31-33,,Manufacturing,69174.562,
1617,1617,"Menifee, California, United States","IT Director at Bourns, Inc.","IT Infrastructure and Technical Services at Bourns, Inc.",Keller Graduate School of Management of DeVry University,,"University of California, Riverside","(33.6864432, -117.1770437)",California,Riverside,,33.686443,-117.177044,6065.0,"Bourns, Inc.","Bourns, Inc.",335931 Terminals and connectors for electrical devices manufacturing,335931 Terminals and connectors for electrical devices manufacturing,31-33,31-33,Manufacturing,69174.562,Manufacturing
1618,1618,,"ADVISOR, MARKETING EVENT MANAGEMENT at Dell Technologies","DIRECTOR OF EVENTS at Illuminate Education, Inc.",Keller Graduate School of Management,Certificate in Human Resources Management,"University of California, Riverside",,,,,,,,Dell Technologies,"Illuminate Education, Inc.","511210 Utility software, computer, packaged","511210 Utility software, computer, packaged",51,51,Information,73855.595,Information
1619,1619,Los Angeles  ,"Head Of Finance at GoVyrl, Inc. (Carro)",Corporate Controller at Restaurant365,UCLA Anderson School of Management,Entrepreneurship/Entrepreneurial Studies,"University of California, Riverside","(34.0536909, -118.242766)",California,Los Angeles,Los Angeles,34.053691,-118.242766,6037.0,"GoVyrl, Inc. (Carro)",Restaurant365,,"722511 Steak houses, full service",,72,,,Accommodation and Food Services
1620,1620,,Analytic Coordinator at Tinuiti,Client Operations Analyst  at Tinuiti,"University of California, Irvine - The Paul Merage School of Business",Statistics,"University of California, Riverside",,,,,,,,Tinuiti,Tinuiti,541810 Advertising agency consulting services,541810 Advertising agency consulting services,54,54,"Professional, Scientific, and Technical Services",77645.346,"Professional, Scientific, and Technical Services"
